3,2022-02-03 19:48:20,2022-02-03 19:51:26,NULL,6
1,2022-02-03 19:48:20,2022-02-03 19:46:30,NULL,9
2,2022-02-03 19:48:20,2022-02-03 19:46:32,NULL,11
99,2022-02-03 19:48:20,2022-02-03 19:50:16,NULL,0
