2,35.9,140.27,24.18855089637315,7.35926100990875,1,,,,,,K2L10$K2L18$K2L19$K2L34$K8L9$K8L10$K8L21$K9L1$K9L3$K9L4$K9L5,55.85876161206851,349.90820345675604,0,0,11085294,0.0,0.0,65.0,0,0,244592,0.0,0.0,0.0,2018-03-25 07:21:07.0
3,35.65,140.34,20.292562504561893,6.51964467773014,1,,,,,,,20.250131079386048,182.01261863657484,0,0,11085294,0.0,0.0,0.0,0,0,244592,0.0,0.0,0.0,2018-03-25 07:51:52.0
5,35.56,139.53,15.503118872299336,7.802332114390584,1,,,,,K1L2$K1L3$K1L4$K1L7$K1L8$K1L9$K1L10$K1L11$K1L12$K1L13$K1L19$K1L20$K1L21$K1L22$K1L23$K1L24$K1L26$K1L27$K2L1$K2L2$K2L3$K2L4$K2L11$K2L12$K2L16$K2L21$K2L27$K2L31$K2L32$K2L37$K2L38$K2L39$K2L40$K2L41$K2L43$K3L1$K3L2$K3L3$K3L4$K3L7$K3L12$K3L14$K3L17$K4L1$K4L2$K4L3$K4L4$K4L5$K4L6$K4L7$K4L8$K4L9$K4L10$K4L11$K4L12$K4L14$K4L15$K4L16$K4L17$K4L18$K4L19$K4L21$K4L22$K4L23$K4L24$K4L26$K4L28$K4L29$K4L30$K5L1$K5L2$K5L3$K5L4$K5L5$K5L6$K5L7$K5L11$K5L12$K5L13$K5L14$K5L15$K5L16$K5L17$K5L18$K5L19$K5L20$K5L21$K5L22$K5L24$K6L3$K6L8$K6L9$K6L10$K6L11$K6L17$K6L24$K6L25$K6L28$K6L32$K7L6$K7L18,K1L1$K1L5$K1L6$K1L14$K1L15$K1L16$K1L17$K1L18$K1L25$K2L5$K2L6$K2L7$K2L8$K2L9$K2L10$K2L13$K2L14$K2L15$K2L17$K2L18$K2L19$K2L20$K2L22$K2L23$K2L24$K2L25$K2L26$K2L28$K2L29$K2L30$K2L33$K2L34$K2L35$K2L36$K2L42$K3L5$K3L6$K3L8$K3L9$K3L10$K3L11$K3L13$K3L15$K3L16$K3L18$K3L20$K3L21$K4L13$K4L20$K4L25$K5L8$K5L9$K5L10$K5L25$K6L1$K6L2$K6L4$K6L5$K6L6$K6L7$K6L12$K6L13$K6L14$K6L15$K6L16$K6L18$K6L19$K6L20$K6L21$K6L22$K6L26$K6L27$K6L29$K6L30$K6L31$K6L33$K6L34$K6L35$K6L36$K7L2$K7L3$K7L4$K7L5$K7L7$K7L8$K7L9$K7L10$K7L11$K7L12$K7L13$K7L14$K7L15$K7L16$K7L17$K7L19$K8L2$K8L7$K8L8$K8L17$K8L20,148.27176674252075,803.8002527106108,6309317,145398,11085294,5368.0,158.0,1929.0,0,0,244592,0.0,0.0,0.0,2018-03-26 07:21:09.0
6,36.01,139.46,24.938820989719748,6.936256393360076,1,,,,,,,27.62305048748916,296.1533081017075,0,0,11085294,0.0,0.0,0.0,0,0,244592,0.0,0.0,0.0,2018-03-26 07:51:52.0
8,35.21,139.44,15.708837469165545,7.664557636434251,1,,,,,,K1L4$K1L22$K1L23$K4L1$K4L8$K4L9$K4L11$K4L12$K4L13$K4L14$K4L15$K4L16$K4L17$K4L21$K4L22$K4L23$K4L26$K4L28$K4L29$K4L30$K5L1$K5L21$K6L1$K6L2$K6L3$K6L4$K6L5$K6L6$K6L7$K6L8$K6L9$K6L10$K6L11$K6L12$K6L13$K6L14$K6L15$K6L16$K6L17$K6L18$K6L19$K6L20$K6L21$K6L22$K6L23$K6L24$K6L25$K6L26$K6L27$K6L28$K6L29$K6L30$K6L31$K6L32$K6L33$K6L34$K6L35$K6L36,101.59955303824485,540.3814951369105,0,26474,11085292,0.0,51.0,808.0,0,0,244592,0.0,0.0,0.0,2018-03-27 07:21:08.0
9,35.98,139.92,29.28778534651626,6.807751783552293,1,,,,,,,33.09496173971042,222.96719699906063,0,0,11085292,0.0,0.0,0.0,0,0,244592,0.0,0.0,0.0,2018-03-27 07:51:51.0
11,35.17,139.54,21.275497623210242,7.440182287355946,1,,,,,,K6L4$K6L5$K6L6$K6L7$K6L13$K6L14$K6L18$K6L19$K6L20$K6L21$K6L22$K6L23$K6L26$K6L27$K6L29$K6L31$K6L34$K6L36,70.44546451998933,392.72781497852793,0,2261,11085292,0.0,1.0,124.0,0,0,244592,0.0,0.0,0.0,2018-03-28 07:21:18.0
12,35.76,140.36,25.439188445977056,7.91354801972847,1,,,,,K8L9$K9L4$K9L5,K1L4$K1L21$K1L22$K1L24$K1L26$K1L27$K2L1$K2L2$K2L3$K2L4$K2L5$K2L6$K2L7$K2L8$K2L9$K2L10$K2L11$K2L12$K2L16$K2L17$K2L18$K2L19$K2L20$K2L21$K2L22$K2L23$K2L24$K2L25$K2L26$K2L27$K2L28$K2L29$K2L30$K2L31$K2L32$K2L33$K2L34$K2L35$K2L36$K2L37$K2L38$K2L39$K2L40$K2L41$K2L43$K4L9$K4L21$K7L5$K7L6$K7L9$K7L12$K7L15$K7L18$K8L1$K8L2$K8L3$K8L4$K8L5$K8L6$K8L8$K8L10$K8L12$K8L13$K8L15$K8L19$K8L20$K8L21$K8L22$K9L1$K9L3,79.8774851140661,465.6098883730831,27585,5330,11085292,24.0,5.0,981.0,0,0,244592,0.0,0.0,0.0,2018-03-28 07:52:01.0
14,35.32,139.59,27.709609287852313,7.972992927283936,1,,,,,K1L4$K1L22$K4L8$K4L9$K4L11$K4L14$K4L15$K4L16$K4L21$K4L26$K4L30$K6L4$K6L6$K6L7$K6L11$K6L12$K6L13$K6L14$K6L18$K6L19$K6L24$K6L25$K6L26$K6L29$K6L34$K6L36,K1L1$K1L2$K1L3$K1L5$K1L6$K1L7$K1L8$K1L9$K1L10$K1L11$K1L12$K1L13$K1L14$K1L15$K1L16$K1L17$K1L18$K1L19$K1L20$K1L21$K1L23$K1L24$K1L25$K1L26$K1L27$K2L1$K2L2$K2L3$K2L4$K2L5$K2L6$K2L7$K2L8$K2L9$K2L10$K2L11$K2L12$K2L13$K2L14$K2L15$K2L16$K2L17$K2L18$K2L19$K2L21$K2L22$K2L23$K2L24$K2L25$K2L26$K2L27$K2L28$K2L29$K2L30$K2L31$K2L32$K2L33$K2L34$K2L35$K2L36$K2L37$K2L38$K2L39$K2L40$K2L41$K2L42$K2L43$K3L1$K3L2$K3L3$K3L4$K3L6$K3L7$K3L8$K3L9$K3L12$K3L13$K3L14$K3L15$K3L17$K3L18$K3L21$K4L1$K4L2$K4L3$K4L4$K4L5$K4L6$K4L7$K4L10$K4L12$K4L13$K4L17$K4L18$K4L19$K4L20$K4L22$K4L23$K4L24$K4L25$K4L28$K4L29$K5L1$K5L2$K5L3$K5L4$K5L5$K5L6$K5L7$K5L8$K5L9$K5L11$K5L12$K5L13$K5L14$K5L15$K5L16$K5L17$K5L18$K5L19$K5L20$K5L21$K5L22$K5L24$K5L25$K6L1$K6L2$K6L3$K6L5$K6L8$K6L9$K6L10$K6L15$K6L16$K6L17$K6L20$K6L21$K6L22$K6L23$K6L27$K6L28$K6L30$K6L31$K6L32$K6L33$K6L35$K7L3$K7L5$K7L6$K7L7$K7L9$K7L12$K7L15$K7L18$K7L19$K8L2$K8L7$K8L8$K8L17$K8L18$K8L20,124.2968219456027,626.5135753639188,1018026,76611,11085292,1270.0,122.0,2414.0,0,0,244592,0.0,0.0,0.0,2018-03-29 07:21:08.0
15,35.7,140.27,29.325487895366656,7.541058875035047,1,,,,,,K2L1$K2L3$K2L5$K2L6$K2L7$K2L10$K2L16$K2L18$K2L19$K2L21$K2L22$K2L23$K2L24$K2L26$K2L27$K2L28$K2L29$K2L31$K2L34$K2L35$K2L36$K2L37$K2L38$K2L39$K2L40$K2L41$K7L18$K8L1$K8L2$K8L3$K8L4$K8L5$K8L6$K8L8$K8L9$K8L10$K8L12$K8L13$K8L15$K8L19$K8L20$K8L21$K8L22$K9L1$K9L4$K9L5,60.179790577323516,394.5326863788021,0,0,11085292,0.0,0.0,226.0,0,0,244592,0.0,0.0,0.0,2018-03-29 07:51:50.0
17,35.31,139.91,15.7400060431914,6.5818712836463895,1,,,,,,,31.815936642488744,306.6762304598476,0,0,11085292,0.0,0.0,1.0,0,0,244592,0.0,0.0,0.0,2018-03-30 07:21:09.0
18,35.16,139.32,12.875203025329625,7.521712803967061,1,,,,,,K6L1$K6L2$K6L3$K6L4$K6L5$K6L6$K6L15$K6L16$K6L18$K6L27$K6L29$K6L31$K6L35$K6L36,72.13121638262473,385.82907748437606,0,962,11085292,0.0,0.0,81.0,0,0,244592,0.0,0.0,0.0,2018-03-30 07:51:52.0
