0,60
7204,60
8201,46
8202,46
8202,60
8202,89
8204,42
8204,45
8204,60
8208,21
8208,23
8208,60
8217,23
8217,60
8219,23
8219,60
8220,23
8220,60
8221,60
8226,46
8227,44
8232,24
8232,60
8442,23
8443,23
8443,60
8564,23
8564,60
9201,43
9201,44
9201,60
9203,44
9204,44
9208,44
9209,43
9209,44
9209,60
9301,43
9301,44
9301,60
9343,44
9345,43
9361,43
9361,44
10201,60
10201,88
10202,60
10202,88
10208,88
10209,60
10209,88
10321,60
10522,44
10523,87
10525,44
11101,41
11101,42
11101,60
11102,41
11102,42
11102,60
11103,41
11103,42
11103,60
11104,41
11104,42
11104,60
11105,41
11105,42
11105,60
11106,41
11106,42
11106,60
11107,41
11107,42
11107,60
11108,41
11108,42
11108,60
11109,41
11109,42
11109,60
11110,41
11110,42
11110,60
11202,42
11202,60
11202,87
11203,41
11203,42
11203,60
11206,42
11206,60
11206,87
11208,32
11208,60
11210,41
11210,42
11210,60
11216,87
11217,42
11217,60
11217,87
11218,87
11219,41
11219,42
11219,60
11221,21
11221,60
11222,41
11222,42
11222,60
11223,41
11223,42
11223,60
11224,41
11224,42
11224,60
11226,41
11226,42
11226,60
11227,41
11227,42
11227,60
11229,41
11229,60
11230,41
11230,60
11231,41
11231,42
11231,60
11232,41
11232,42
11232,60
11234,21
11234,60
11237,21
11237,60
11238,41
11238,42
11238,60
11243,42
11246,41
11246,42
11246,70
11301,41
11301,42
11301,60
11304,60
11446,41
11446,42
11446,60
12101,22
12101,60
12102,22
12102,60
12103,22
12103,60
12104,22
12104,60
12105,22
12105,60
12106,22
12106,60
12203,60
12204,60
12205,22
12205,60
12206,22
12206,60
12207,22
12207,60
12208,21
12208,60
12211,22
12211,60
12212,22
12212,60
12215,24
12216,22
12216,60
12217,21
12217,22
12217,60
12219,22
12219,60
12220,22
12220,60
12221,22
12221,60
12222,21
12222,22
12222,60
12224,60
12225,22
12225,60
12226,22
12226,60
12227,60
12228,21
12228,22
12228,60
12229,22
12229,60
12230,22
12230,60
12231,21
12231,22
12231,60
12232,60
12233,60
12305,22
12305,60
12322,22
12322,60
12325,22
12325,60
12326,21
12326,22
12326,60
12328,22
12328,60
12343,60
12402,22
12402,60
12409,24
12409,60
13101,11
13101,60
13102,11
13102,60
13103,11
13103,60
13104,12
13104,60
13105,21
13105,60
13106,21
13106,60
13107,21
13107,60
13108,11
13108,21
13108,60
13109,11
13109,60
13110,12
13110,60
13111,11
13111,21
13111,60
13112,31
13112,33
13112,60
13113,12
13113,60
13114,12
13114,60
13115,31
13115,33
13115,60
13116,41
13116,60
13117,41
13117,60
13118,21
13118,60
13119,41
13119,60
13120,41
13120,60
13121,21
13121,60
13122,21
13122,60
13123,21
13123,60
13201,32
13201,60
13202,32
13202,60
13203,31
13203,33
13203,60
13204,31
13204,33
13204,60
13206,32
13206,60
13208,31
13208,33
13208,60
13209,53
13209,60
13210,32
13210,60
13211,32
13211,33
13211,60
13212,32
13212,60
13213,32
13213,60
13214,32
13214,60
13215,32
13215,60
13219,31
13219,33
13219,60
13220,32
13220,60
13221,31
13221,33
13221,60
13222,31
13222,33
13222,60
13224,32
13224,33
13224,60
13225,32
13225,60
13229,31
13229,33
13229,60
14101,51
14101,60
14102,51
14102,60
14103,51
14103,60
14104,51
14104,60
14105,51
14105,60
14106,51
14106,60
14107,51
14107,60
14108,51
14108,60
14109,51
14109,60
14110,51
14110,60
14111,51
14111,60
14112,51
14112,60
14113,51
14113,60
14114,51
14114,60
14115,51
14115,60
14116,51
14116,60
14117,51
14117,60
14118,51
14118,60
14131,51
14131,60
14132,51
14132,60
14133,51
14133,60
14134,51
14134,60
14135,51
14135,60
14136,51
14136,60
14137,33
14137,51
14137,60
14151,53
14151,60
14152,53
14152,60
14153,53
14153,60
14201,51
14201,60
14203,51
14203,53
14203,60
14204,51
14204,53
14204,60
14205,51
14205,53
14205,60
14207,51
14207,53
14207,60
14208,51
14208,53
14208,60
14209,53
14209,60
14210,51
14210,60
14213,53
14213,60
14215,53
14215,60
14216,53
14216,60
14218,53
14218,60
14301,53
14301,60
14321,53
14321,60
14341,53
14341,60
14361,53
14361,60
14362,53
14421,53
14421,60
19201,60
19383,60
19384,60
20201,60
