1,3929,2022-04-19 14:55:00,2022-04-19 14:55:00
2,3930,NULL,NULL
3,3931,NULL,NULL
4,3932,NULL,NULL
5,3933,NULL,NULL
6,3934,NULL,NULL
7,3935,NULL,NULL
8,3936,NULL,NULL
9,3937,NULL,NULL
10,3938,NULL,NULL
11,3939,NULL,NULL
12,3940,2022-04-19 14:55:00,2022-04-19 14:55:00
13,3941,2022-04-19 14:55:00,2022-04-19 14:55:00
14,3942,NULL,NULL
15,3943,NULL,NULL
17,3944,NULL,NULL
18,3945,NULL,NULL
19,3946,NULL,NULL
20,3947,NULL,NULL
16,3952,2022-04-19 14:55:00,2022-04-19 14:55:00
