814608,44428,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,1,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,1,0,0,0,NULL,NULL,0,0,1,1,0,0,0,0,0,1,0,0,NULL,0,0
814609,44429,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,2,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,2,0,0,0,NULL,NULL,0,0,2,1,0,0,0,0,0,1,0,0,NULL,0,0
814610,44430,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,3,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,3,0,0,0,NULL,NULL,0,0,3,1,0,0,0,0,0,1,0,0,NULL,0,0
814611,44431,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,4,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,4,0,0,0,NULL,NULL,0,0,4,1,0,0,0,0,0,1,0,0,NULL,0,0
814612,44432,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,5,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,7,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,5,0,0,0,NULL,NULL,0,0,5,1,0,0,0,0,0,1,0,0,NULL,0,0
814613,44433,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,6,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,6,0,0,0,NULL,NULL,0,0,6,1,0,0,0,0,0,1,0,0,NULL,0,0
814614,44434,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,7,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,7,0,0,0,NULL,NULL,0,0,7,1,0,0,0,0,0,1,0,0,NULL,0,0
814615,44435,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,8,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,8,0,0,0,NULL,NULL,0,0,8,1,0,0,0,0,0,1,0,0,NULL,0,0
814616,44436,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,9,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,9,0,0,0,NULL,NULL,0,0,9,1,0,0,0,0,0,1,0,0,NULL,0,0
814617,44437,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,10,0,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,10,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL
814618,44438,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,11,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,3,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,10,0,0,0,NULL,NULL,0,0,11,1,0,0,0,0,0,1,0,0,NULL,0,0
814619,44439,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,10,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,11,0,0,0,NULL,NULL,0,0,10,1,0,0,0,0,0,1,0,0,NULL,0,0
814620,44440,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,11,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,11,0,0,0,0,NULL,NULL,0,0,11,1,0,0,0,0,0,1,0,0,NULL,0,0
814621,44441,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,9,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,3,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,9,0,0,0,0,NULL,NULL,0,0,9,1,0,0,0,0,0,1,0,0,NULL,0,0
814622,44441,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,8,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,8,0,0,0,0,NULL,NULL,0,0,8,1,0,0,0,0,0,1,0,0,NULL,0,0
814623,44441,0,0,0,0,NULL,0.011,0.022,0.033,0.044,NULL,NULL,7,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,5,0,0.1,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,7,0,0,0,0,NULL,NULL,0,0,7,1,0,0,0,0,0,1,0,0,NULL,0,0
814624,44441,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,4,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814625,44442,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL
814626,44443,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL
814627,44444,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814628,44445,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814629,44446,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,5,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814630,44447,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814631,44447,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814632,44448,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814633,44448,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814634,44448,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814635,44448,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814636,44448,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL
814637,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL
814638,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814639,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814640,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814641,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814642,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814643,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814644,44449,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,11,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
814645,44450,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,5,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
